alert_id,customer_id,geo_entropy,beneficiary_conc,median_tx_gap,foreign_wire_pct,cluster_id,outlier,hist_risk_score,queue_action,sar_filed
93,7836,1.164,0.268,39.7,0.044,20,0,0.02,q2_same_day,0
94,8708,1.446,0.125,33.7,0.046,20,0,0.02,q2_same_day,0
95,6219,1.374,0.212,33.1,0.025,-1,1,0.03,q1_immediate,0
96,4747,1.522,0.193,27.9,0.039,20,0,0.02,q2_same_day,0
97,4964,1.471,0.058,36.2,0.067,20,0,0.02,q1_immediate,0
98,106,1.243,0.07,27.8,0.026,20,0,0.02,q1_immediate,0
99,4289,2.101,0.293,20.0,0.092,15,0,0.06,q3_deferred,0
100,5150,1.043,0.21,37.2,0.02,20,0,0.02,q3_deferred,0
101,79,0.771,0.202,34.1,0.052,20,0,0.02,q2_same_day,0
102,8376,1.284,0.174,33.2,0.055,20,0,0.02,q2_same_day,1
103,6821,1.145,0.278,29.7,0.026,20,0,0.02,q2_same_day,0
104,7471,1.397,0.156,40.0,0.069,20,0,0.02,q1_immediate,0
105,4718,1.516,0.223,35.2,0.004,20,0,0.02,q3_deferred,0
106,5590,1.18,0.121,35.9,0.047,20,0,0.02,q3_deferred,0
107,5399,1.242,0.477,6.6,0.111,5,0,0.15,q2_same_day,0
108,1134,1.622,0.332,22.6,0.073,15,0,0.06,q2_same_day,0
109,1942,1.138,0.328,24.1,0.147,15,0,0.06,q2_same_day,0
110,3700,1.022,0.2,29.1,0.048,20,0,0.02,q3_deferred,0
111,1254,1.862,0.308,8.6,0.071,15,0,0.06,q2_same_day,0
112,2899,0.987,0.295,32.6,0.05,20,0,0.02,q2_same_day,0
113,7103,1.138,0.259,30.3,0.0,20,0,0.02,q1_immediate,0
114,8120,1.16,0.215,29.2,0.015,20,0,0.02,q1_immediate,0
115,2682,1.142,0.207,31.2,0.051,20,0,0.02,q3_deferred,0
116,5386,0.834,0.29,22.1,0.074,20,0,0.02,q2_same_day,0
117,3515,2.18,0.457,9.9,0.207,5,0,0.15,q3_deferred,0
118,7453,1.217,0.247,36.5,0.01,20,0,0.02,q1_immediate,0
119,7899,2.478,0.409,10.0,0.204,5,0,0.15,q2_same_day,1
120,5025,1.223,0.231,29.0,0.047,20,0,0.02,q3_deferred,0
121,7635,1.207,0.279,34.5,0.063,20,0,0.02,q3_deferred,0
122,4835,1.53,0.292,34.0,0.035,-1,1,0.03,q2_same_day,0
123,4237,1.49,0.266,15.6,0.095,15,0,0.06,q2_same_day,0
124,287,1.509,0.157,30.0,0.063,20,0,0.02,q3_deferred,0
125,2896,1.903,0.222,19.1,0.034,20,0,0.02,q2_same_day,0
126,22,0.596,0.188,29.4,0.025,20,0,0.02,q3_deferred,0
127,4173,1.442,0.109,33.6,0.044,20,0,0.02,q1_immediate,0
128,2511,2.195,0.438,12.6,0.169,5,0,0.15,q2_same_day,0
129,6079,1.157,0.123,31.8,0.019,20,0,0.02,q3_deferred,0
130,3927,1.158,0.19,15.5,0.084,15,0,0.06,q3_deferred,0
131,1331,1.957,0.25,14.8,0.062,-1,1,0.09,q3_deferred,0
132,8955,0.909,0.062,31.3,0.018,20,0,0.02,q3_deferred,0
133,7957,0.875,0.194,5.4,0.086,15,0,0.06,q1_immediate,0
134,5838,1.239,0.247,30.4,0.079,20,0,0.02,q2_same_day,0
135,6601,0.734,0.096,31.6,0.085,20,0,0.02,q3_deferred,0
136,1548,0.767,0.237,36.8,0.056,20,0,0.02,q1_immediate,0
137,1395,1.507,0.36,23.3,0.115,15,0,0.06,q2_same_day,0
138,5422,2.492,0.151,14.4,0.309,11,0,0.12,q2_same_day,0
139,4721,0.892,0.121,34.4,0.033,20,0,0.02,q2_same_day,0
140,8172,0.656,0.104,38.7,0.005,20,0,0.02,q2_same_day,0
141,4860,1.99,0.231,19.4,0.038,15,0,0.06,q2_same_day,0
142,5278,2.225,0.324,8.4,0.194,5,0,0.15,q3_deferred,0
143,2433,1.313,0.165,29.3,0.028,20,0,0.02,q2_same_day,0
144,5440,1.153,0.15,34.1,0.064,20,0,0.02,q3_deferred,0
145,1051,1.897,0.158,29.8,0.061,20,0,0.02,q2_same_day,0
146,1351,0.933,0.17,26.9,0.047,20,0,0.02,q1_immediate,0
147,7947,2.03,0.231,18.9,0.134,15,0,0.06,q2_same_day,0
148,8983,0.949,0.096,33.1,0.032,-1,1,0.03,q1_immediate,1
149,8683,1.284,0.29,24.3,0.038,20,0,0.02,q1_immediate,0
150,8653,1.011,0.136,24.8,0.031,20,0,0.02,q3_deferred,0
151,4748,1.279,0.146,34.3,0.029,20,0,0.02,q2_same_day,0
152,6457,0.867,0.192,34.8,0.046,20,0,0.02,q2_same_day,0
153,4382,2.004,0.155,28.7,0.046,20,0,0.02,q2_same_day,0
154,1125,1.561,0.221,34.4,0.026,20,0,0.02,q1_immediate,0
155,3232,1.059,0.247,40.0,0.071,20,0,0.02,q3_deferred,0
156,6414,1.276,0.119,29.5,0.043,20,0,0.02,q3_deferred,0
157,5922,0.896,0.231,30.4,0.035,20,0,0.02,q3_deferred,0
158,4100,2.154,0.269,20.6,0.089,15,0,0.06,q2_same_day,0
159,151,0.767,0.231,32.4,0.048,20,0,0.02,q2_same_day,0
160,3793,1.845,0.145,13.7,0.1,15,0,0.06,q3_deferred,0
161,2291,0.924,0.143,21.4,0.059,20,0,0.02,q2_same_day,0
162,7526,1.85,0.113,37.5,0.026,20,0,0.02,q2_same_day,0
163,6211,1.07,0.311,30.8,0.055,20,0,0.02,q2_same_day,0
164,1935,1.673,0.321,14.2,0.077,15,0,0.06,q2_same_day,0
165,3022,0.946,0.248,17.4,0.089,15,0,0.06,q2_same_day,0
166,7240,1.606,0.241,19.3,0.094,15,0,0.06,q1_immediate,1
167,8753,1.52,0.203,26.8,0.053,20,0,0.02,q3_deferred,0
168,2834,0.535,0.168,36.2,0.019,20,0,0.02,q1_immediate,0
169,7018,1.243,0.261,34.2,0.066,20,0,0.02,q2_same_day,0
170,3681,0.705,0.224,37.1,0.027,20,0,0.02,q2_same_day,0
171,7230,1.018,0.158,22.4,0.052,20,0,0.02,q2_same_day,0
172,6071,1.531,0.191,33.1,0.044,20,0,0.02,q3_deferred,0
173,5413,1.108,0.244,36.9,0.027,20,0,0.02,q1_immediate,0
174,5285,1.391,0.197,22.6,0.051,15,0,0.06,q2_same_day,0
175,5491,1.171,0.263,15.6,0.096,15,0,0.06,q3_deferred,1
176,5267,1.21,0.222,32.0,0.043,20,0,0.02,q2_same_day,0
177,2591,2.013,0.301,14.1,0.049,15,0,0.06,q3_deferred,0
178,8237,1.423,0.329,16.2,0.055,15,0,0.06,q1_immediate,0
179,7081,1.407,0.197,19.7,0.081,15,0,0.06,q2_same_day,0
180,1976,1.086,0.18,26.9,0.029,20,0,0.02,q1_immediate,0
181,8689,1.156,0.204,34.7,0.035,20,0,0.02,q3_deferred,0
182,6413,1.232,0.245,29.1,0.048,20,0,0.02,q2_same_day,0
183,831,1.199,0.225,30.1,0.041,20,0,0.02,q2_same_day,0
184,5431,1.689,0.202,29.1,0.015,20,0,0.02,q3_deferred,0
185,5786,1.485,0.227,30.5,0.016,20,0,0.02,q2_same_day,0
186,5973,2.266,0.398,10.0,0.186,5,0,0.15,q2_same_day,0
187,4329,1.979,0.196,20.1,0.114,15,0,0.06,q2_same_day,0
188,4040,1.237,0.46,8.6,0.135,5,0,0.15,q2_same_day,0
189,3667,1.417,0.131,40.8,0.029,20,0,0.02,q3_deferred,0
190,1082,0.918,0.157,25.3,0.029,20,0,0.02,q2_same_day,0
191,1851,1.686,0.256,25.0,0.085,15,0,0.06,q1_immediate,0
192,1792,1.147,0.174,37.4,0.032,20,0,0.02,q3_deferred,0
193,4081,0.673,0.207,27.6,0.028,-1,1,0.03,q1_immediate,0
194,3260,1.128,0.195,32.9,0.075,20,0,0.02,q2_same_day,0
195,5930,1.324,0.201,39.5,0.038,20,0,0.02,q2_same_day,0
196,3034,0.988,0.223,19.0,0.069,20,0,0.02,q3_deferred,0
197,2808,1.467,0.123,37.8,0.021,20,0,0.02,q3_deferred,0
198,6012,2.011,0.305,13.6,0.303,11,0,0.12,q3_deferred,0
199,1403,2.079,0.413,16.9,0.024,15,0,0.06,q2_same_day,0
200,804,1.465,0.107,29.7,0.048,20,0,0.02,q2_same_day,0
201,6556,1.271,0.209,29.8,0.045,20,0,0.02,q1_immediate,0
202,7061,0.358,0.203,39.3,0.023,20,0,0.02,q1_immediate,0
203,5301,1.567,0.138,30.7,0.025,20,0,0.02,q1_immediate,0
204,678,2.142,0.233,11.9,0.248,11,0,0.12,q3_deferred,0
205,8472,1.392,0.282,33.7,0.053,20,0,0.02,q2_same_day,0
206,8498,1.218,0.296,32.4,0.064,20,0,0.02,q1_immediate,0
207,6641,1.811,0.271,21.8,0.095,15,0,0.06,q2_same_day,0
208,5248,1.232,0.266,27.5,0.042,20,0,0.02,q2_same_day,0
209,1326,1.2,0.14,39.2,0.011,20,0,0.02,q2_same_day,0
210,8053,1.7,0.247,20.2,0.094,15,0,0.06,q1_immediate,0
211,8401,0.647,0.423,9.5,0.139,5,0,0.15,q2_same_day,0
212,6764,1.229,0.278,17.3,0.109,15,0,0.06,q2_same_day,0
213,6114,1.105,0.188,36.2,0.029,20,0,0.02,q3_deferred,0
214,2717,2.367,0.306,6.4,0.318,11,0,0.12,q1_immediate,0
215,7895,2.275,0.581,8.9,0.243,5,0,0.15,q1_immediate,0
216,6260,1.062,0.215,33.1,0.037,20,0,0.02,q1_immediate,0
217,4294,1.268,0.14,34.4,0.039,20,0,0.02,q1_immediate,0
218,659,1.364,0.152,40.5,0.005,20,0,0.02,q3_deferred,0
219,2471,2.222,0.323,14.2,0.288,11,0,0.12,q2_same_day,0
220,4784,1.415,0.164,33.6,0.007,20,0,0.02,q1_immediate,0
221,5760,2.247,0.208,22.6,0.096,15,0,0.06,q2_same_day,0
222,4734,1.143,0.22,33.3,0.03,20,0,0.02,q2_same_day,0
223,7120,2.718,0.464,11.1,0.166,5,0,0.15,q2_same_day,0
224,7493,1.31,0.273,28.0,0.008,20,0,0.02,q3_deferred,0
225,4722,1.516,0.201,37.5,0.039,20,0,0.02,q3_deferred,0
226,7250,2.124,0.472,9.3,0.211,5,0,0.15,q1_immediate,0
227,7689,1.949,0.296,13.5,0.131,15,0,0.06,q2_same_day,0
228,8678,1.353,0.192,34.7,0.038,20,0,0.02,q1_immediate,0
229,8130,2.538,0.158,17.6,0.055,15,0,0.06,q1_immediate,0
230,7462,1.973,0.354,11.3,0.101,5,0,0.15,q1_immediate,0
231,6655,1.261,0.205,39.1,0.023,20,0,0.02,q2_same_day,0
232,7008,1.532,0.214,35.2,0.043,20,0,0.02,q3_deferred,0
233,6608,2.563,0.283,9.4,0.149,5,0,0.15,q1_immediate,0
234,3521,0.683,0.194,30.8,0.055,20,0,0.02,q2_same_day,0
235,8530,1.611,0.34,5.8,0.093,5,0,0.15,q3_deferred,0
236,3330,0.905,0.438,19.7,0.094,15,0,0.06,q1_immediate,0
237,7618,2.69,0.223,13.4,0.302,-1,1,0.18,q3_deferred,1
238,7575,1.003,0.256,29.5,0.046,20,0,0.02,q2_same_day,0
239,1376,0.371,0.277,25.9,0.034,20,0,0.02,q2_same_day,0
240,5228,1.68,0.156,29.3,0.016,20,0,0.02,q1_immediate,0
241,1099,1.547,0.17,28.3,0.059,20,0,0.02,q2_same_day,0
242,8339,0.949,0.242,13.2,0.133,15,0,0.06,q1_immediate,0
243,2175,1.684,0.212,17.2,0.084,-1,1,0.09,q3_deferred,0
244,3343,0.722,0.259,38.0,0.034,20,0,0.02,q3_deferred,0
245,6851,1.299,0.461,11.8,0.145,5,0,0.15,q2_same_day,0
246,1982,0.838,0.29,25.7,0.051,20,0,0.02,q2_same_day,0
247,1532,1.725,0.275,16.9,0.092,15,0,0.06,q3_deferred,0
248,6389,0.737,0.118,33.1,0.008,20,0,0.02,q2_same_day,0
249,2493,1.08,0.152,27.3,0.046,20,0,0.02,q3_deferred,0
250,689,1.236,0.065,37.8,0.049,20,0,0.02,q3_deferred,1
251,3781,0.988,0.223,31.6,0.034,20,0,0.02,q3_deferred,0
252,703,1.05,0.22,41.3,0.025,20,0,0.02,q2_same_day,0
253,305,2.392,0.153,9.7,0.356,11,0,0.12,q3_deferred,1
254,2670,0.972,0.204,22.0,0.104,15,0,0.06,q1_immediate,0
255,7434,1.793,0.21,32.0,0.032,20,0,0.02,q2_same_day,0
256,6860,1.157,0.273,25.5,0.012,20,0,0.02,q2_same_day,0
257,4340,1.247,0.234,37.4,0.031,20,0,0.02,q1_immediate,0
258,4587,0.837,0.133,25.3,0.049,20,0,0.02,q2_same_day,0
259,38,1.209,0.283,16.3,0.067,15,0,0.06,q2_same_day,0
260,4029,1.396,0.199,25.7,0.052,20,0,0.02,q2_same_day,0
261,6707,1.409,0.279,34.8,0.002,20,0,0.02,q1_immediate,1
262,8168,1.048,0.233,23.2,0.019,20,0,0.02,q1_immediate,0
263,5311,0.905,0.117,39.0,0.038,20,0,0.02,q2_same_day,0
264,4378,0.903,0.314,34.4,0.037,20,0,0.02,q2_same_day,0
265,5480,1.542,0.298,14.0,0.086,15,0,0.06,q1_immediate,0
266,6255,1.3,0.214,33.2,0.016,20,0,0.02,q1_immediate,0
267,1178,2.326,0.277,17.9,0.133,15,0,0.06,q2_same_day,0
268,6820,1.4,0.087,30.2,0.046,20,0,0.02,q3_deferred,0
269,3037,2.347,0.195,14.5,0.249,11,0,0.12,q1_immediate,0
270,1999,1.421,0.142,36.0,0.037,20,0,0.02,q3_deferred,0
271,4177,1.467,0.163,20.3,0.133,15,0,0.06,q2_same_day,0
272,1496,1.161,0.179,34.4,0.02,20,0,0.02,q3_deferred,0
273,8590,1.452,0.472,12.0,0.163,5,0,0.15,q2_same_day,0
274,1946,1.292,0.249,33.7,0.014,20,0,0.02,q2_same_day,0
275,3607,1.359,0.239,33.3,0.028,20,0,0.02,q2_same_day,0
276,84,1.581,0.187,28.1,0.035,20,0,0.02,q1_immediate,0
277,7803,1.252,0.183,38.7,0.037,20,0,0.02,q2_same_day,0
278,3475,1.458,0.216,18.5,0.102,15,0,0.06,q3_deferred,0
279,6903,1.769,0.18,17.7,0.08,15,0,0.06,q1_immediate,0
280,8461,3.519,0.255,9.5,0.114,5,0,0.15,q2_same_day,0
281,16,0.861,0.232,36.9,0.048,20,0,0.02,q3_deferred,0
282,3240,1.725,0.145,34.1,0.016,20,0,0.02,q2_same_day,0
283,4878,0.729,0.147,32.4,0.025,20,0,0.02,q2_same_day,0
284,3411,1.413,0.178,28.6,0.007,20,0,0.02,q2_same_day,0
285,5426,1.64,0.173,15.4,0.345,11,0,0.12,q2_same_day,0
286,4768,1.962,-0.031,17.2,0.108,15,0,0.06,q1_immediate,0
287,284,1.428,0.207,39.7,0.048,20,0,0.02,q3_deferred,0
288,3888,1.71,0.241,13.2,0.07,15,0,0.06,q2_same_day,0
289,8215,1.45,0.211,32.9,0.035,20,0,0.02,q2_same_day,0
290,5458,3.26,0.258,13.5,0.373,11,0,0.12,q2_same_day,0
291,8830,1.16,0.187,30.6,0.062,20,0,0.02,q3_deferred,0
292,8490,1.222,0.269,14.7,0.118,15,0,0.06,q1_immediate,0
293,7069,1.323,0.122,33.2,0.051,20,0,0.02,q1_immediate,0
294,6212,1.619,0.251,29.3,0.038,20,0,0.02,q2_same_day,0
295,2197,1.248,0.28,9.8,0.187,5,0,0.15,q1_immediate,0
296,3766,1.09,0.171,35.1,0.047,20,0,0.02,q3_deferred,0
297,5268,2.118,0.399,10.4,0.195,5,0,0.15,q1_immediate,0
298,4213,1.248,0.113,30.7,0.037,20,0,0.02,q1_immediate,0
299,4383,0.495,0.079,23.9,0.052,20,0,0.02,q1_immediate,0
300,3773,2.183,0.148,16.6,0.16,15,0,0.06,q3_deferred,0
301,7351,1.18,0.163,42.0,0.046,20,0,0.02,q2_same_day,0
302,1196,2.524,0.282,8.2,0.245,11,0,0.12,q3_deferred,0
303,6056,1.528,0.115,24.7,0.004,20,0,0.02,q1_immediate,0
304,2087,1.378,0.233,18.1,0.042,15,0,0.06,q3_deferred,0
305,377,1.089,0.194,40.4,0.032,20,0,0.02,q2_same_day,0
306,5267,0.742,0.328,32.2,0.046,20,0,0.02,q2_same_day,0
307,3478,0.966,0.142,32.1,0.033,20,0,0.02,q2_same_day,0
308,8758,1.217,0.113,29.0,0.05,20,0,0.02,q3_deferred,0
309,3251,0.622,0.27,35.1,0.025,20,0,0.02,q1_immediate,0
310,6099,2.987,0.303,10.8,0.152,5,0,0.15,q3_deferred,0
311,6075,0.657,0.145,32.4,0.02,20,0,0.02,q3_deferred,0
312,712,1.614,0.182,41.7,0.042,20,0,0.02,q2_same_day,0
313,8783,2.105,0.349,23.7,0.092,15,0,0.06,q1_immediate,1
314,3956,2.253,0.465,10.6,0.082,5,0,0.15,q3_deferred,0
315,3179,1.688,0.353,25.7,0.061,15,0,0.06,q1_immediate,0
316,8262,1.094,0.445,15.1,0.119,15,0,0.06,q2_same_day,0
317,933,1.302,0.145,29.6,0.027,20,0,0.02,q2_same_day,0
318,2035,0.943,0.189,41.5,0.009,20,0,0.02,q1_immediate,0
319,6958,1.804,0.255,23.6,0.084,15,0,0.06,q3_deferred,0
320,5785,2.199,0.472,7.6,0.205,-1,1,0.225,q2_same_day,0
321,5966,0.675,0.423,8.0,0.174,5,0,0.15,q3_deferred,0
322,7807,2.228,0.535,9.3,0.118,5,0,0.15,q3_deferred,0
323,256,2.027,0.363,4.0,0.12,5,0,0.15,q3_deferred,0
324,2944,1.466,0.316,13.9,0.088,15,0,0.06,q3_deferred,0
325,3904,0.761,0.502,7.8,0.178,-1,1,0.225,q2_same_day,0
326,7820,0.983,0.202,28.0,0.075,20,0,0.02,q3_deferred,0
327,3044,1.524,0.199,19.8,0.111,15,0,0.06,q2_same_day,0
328,1210,1.391,0.151,29.3,0.053,20,0,0.02,q3_deferred,0
329,937,0.843,0.326,9.8,0.223,5,0,0.15,q3_deferred,0
330,518,1.375,0.149,14.4,0.393,11,0,0.12,q3_deferred,0
331,8011,1.092,0.149,29.5,0.06,20,0,0.02,q2_same_day,0
332,1327,1.953,0.311,19.8,0.117,15,0,0.06,q2_same_day,0
333,2394,1.955,0.373,11.6,0.18,5,0,0.15,q2_same_day,0
334,6359,1.945,0.204,16.9,0.071,15,0,0.06,q2_same_day,0
335,4971,1.774,0.372,11.9,0.2,5,0,0.15,q1_immediate,1
336,7962,1.128,0.128,24.1,0.053,20,0,0.02,q3_deferred,0
337,2954,2.227,0.363,12.3,0.104,-1,1,0.225,q1_immediate,0
338,6311,1.163,0.225,31.3,0.061,20,0,0.02,q3_deferred,0
339,3857,1.088,0.215,28.7,0.023,20,0,0.02,q3_deferred,0
340,5566,2.042,0.289,17.8,0.103,-1,1,0.09,q3_deferred,0
341,458,0.881,0.231,31.7,0.037,20,0,0.02,q3_deferred,0
342,5766,0.752,0.258,31.2,0.064,20,0,0.02,q1_immediate,0
343,8962,1.07,0.204,27.4,0.016,20,0,0.02,q3_deferred,0
344,6966,1.035,0.218,4.8,0.188,5,0,0.15,q1_immediate,0
345,5488,0.647,0.133,30.0,0.0,20,0,0.02,q1_immediate,0
346,1250,1.683,0.301,15.2,0.148,15,0,0.06,q1_immediate,0
347,3344,1.14,0.156,37.1,0.08,20,0,0.02,q2_same_day,0
348,2821,0.986,0.246,35.1,0.048,20,0,0.02,q2_same_day,0
349,3545,0.898,0.283,28.8,0.059,20,0,0.02,q3_deferred,0
350,4436,1.379,0.199,28.4,0.016,20,0,0.02,q2_same_day,0
351,4682,3.346,0.271,8.4,0.187,5,0,0.15,q2_same_day,0
352,6723,0.873,0.136,34.3,0.064,20,0,0.02,q2_same_day,0
353,660,1.131,0.094,35.6,0.057,20,0,0.02,q2_same_day,0
354,8949,0.717,0.225,26.6,0.033,20,0,0.02,q2_same_day,0
355,6059,1.783,0.369,11.1,0.078,15,0,0.06,q1_immediate,0
356,473,1.818,0.252,9.9,0.047,5,0,0.15,q2_same_day,0
357,3797,0.541,0.256,33.0,0.032,20,0,0.02,q2_same_day,0
358,7494,1.641,0.304,8.8,0.23,5,0,0.15,q3_deferred,0
359,4852,1.673,0.341,13.1,0.07,15,0,0.06,q2_same_day,0
360,2802,1.984,0.494,10.6,0.266,5,0,0.15,q1_immediate,0
361,8128,2.898,0.372,2.7,0.161,-1,1,0.225,q2_same_day,0
362,5003,1.01,0.148,29.6,0.036,20,0,0.02,q2_same_day,0
363,6076,1.537,0.221,33.0,0.07,20,0,0.02,q2_same_day,0
364,6659,1.591,0.188,31.7,0.046,20,0,0.02,q1_immediate,0
365,7177,2.114,0.143,14.0,0.127,15,0,0.06,q3_deferred,0
